Deposit ID,Date_2025,Depo,Volume_2025,Date_2024_Original,Volume_2024_Original
32,2025-01-09,Pontotoc County,149.89914091767247,2024-01-09,142.93
21,2025-01-09,Salina Regional,110.79476936732812,2024-01-09,100.34
7,2025-01-10,Canadian Valley,138.6136320930584,2024-01-10,144.95
4,2025-01-10,Cleveland County Moore,151.9306794322898,2024-01-10,150.0
31,2025-01-10,Custer County,112.04962428733748,2024-01-10,106.54
6,2025-01-10,Edmond Hope Center,153.26337281415817,2024-01-10,148.5
33,2025-01-10,McIntosh County,88.25094817814578,2024-01-10,81.92
1,2025-01-10,Oklahoma Mothers’ Milk Bank,169.72699421778276,2024-01-10,150.0
18,2025-01-10,Shawnee Mission MC,154.07835416326574,2024-01-10,139.93
15,2025-01-10,YWCA East,140.16015693641785,2024-01-10,140.18
4,2025-01-11,Cleveland County Moore,149.36394496474867,2024-01-11,150.0
29,2025-01-11,Grady County,96.52231851151565,2024-01-11,86.83
3,2025-01-11,Integris Baptist,121.29235117417791,2024-01-11,125.64
3,2025-01-11,Integris Baptist,151.19254358741304,2024-01-11,150.0
3,2025-01-11,Integris Baptist,50.593145311689455,2024-01-11,45.0
2,2025-01-11,Integris Southwest,166.72320465492186,2024-01-11,150.0
2,2025-01-11,Integris Southwest,169.38273899770476,2024-01-11,150.0
17,2025-01-11,KUMC - Kansas Health Systems – St. Francis Campus,114.56791792662712,2024-01-11,116.04
9,2025-01-11,OU Children’s Hospital,116.4323118340036,2024-01-11,114.87
1,2025-01-11,Oklahoma Mothers’ Milk Bank,170.39092957027717,2024-01-11,150.0
1,2025-01-11,Oklahoma Mothers’ Milk Bank,166.61016230697342,2024-01-11,150.0
20,2025-01-11,Southeast KS Health Department,125.46794189042313,2024-01-11,111.18
8,2025-01-11,St. Anthony Shawnee Hospital,158.6802672574695,2024-01-11,150.0
11,2025-01-11,Tulsa Hillcrest Hospital,134.01445311457047,2024-01-11,124.47
5,2025-01-11,Variety Care- Lafayette,145.8015577358303,2024-01-11,150.0
24,2025-01-11,Washington Regional Medical Center,110.43372186519353,2024-01-11,112.43
6,2025-01-12,Edmond Hope Center,152.19608796062266,2024-01-12,150.0
23,2025-01-12,Flint Hills- Riley County Health Department,167.0404429776748,2024-01-12,150.0
29,2025-01-12,Grady County,86.94211699815199,2024-01-12,76.36
2,2025-01-12,Integris Southwest,134.38052909704132,2024-01-12,127.72
2,2025-01-12,Integris Southwest,133.56076000486476,2024-01-12,134.31
35,2025-01-12,Jackson County Altus,128.86726003623167,2024-01-12,114.84
17,2025-01-12,KUMC - Kansas Health Systems – St. Francis Campus,142.96159281311412,2024-01-12,138.33
16,2025-01-12,KUMC - University of Kansas Health System,149.33805487625824,2024-01-12,150.0
16,2025-01-12,KUMC - University of Kansas Health System,116.371028872741,2024-01-12,112.39
12,2025-01-12,St. John Owasso,142.7085639159357,2024-01-12,150.0
19,2025-01-12,Woven Leaf,102.15131257436038,2024-01-12,96.94
14,2025-01-12,YWCA South,139.8235744268847,2024-01-12,143.56
14,2025-01-12,YWCA South,144.23389010929284,2024-01-12,141.75
26,2025-01-13,Andrew County,46.022666421413646,2024-01-13,45.0
26,2025-01-13,Andrew County,112.57034069545217,2024-01-13,98.37
7,2025-01-13,Canadian Valley,119.74864631827369,2024-01-13,118.92
7,2025-01-13,Canadian Valley,122.49643698280249,2024-01-13,127.95
4,2025-01-13,Cleveland County Moore,150.05346887476094,2024-01-13,150.0
23,2025-01-13,Flint Hills- Riley County Health Department,153.315195330004,2024-01-13,145.94
3,2025-01-13,Integris Baptist,171.37341884826333,2024-01-13,150.0
17,2025-01-13,KUMC - Kansas Health Systems – St. Francis Campus,134.6238612275472,2024-01-13,140.19
37,2025-01-13,McAlester Regional Health,117.2166360936852,2024-01-13,103.58
9,2025-01-13,OU Children’s Hospital,140.15400759238563,2024-01-13,133.55
8,2025-01-13,St. Anthony Shawnee Hospital,149.0816415139848,2024-01-13,139.08
8,2025-01-13,St. Anthony Shawnee Hospital,150.85939392709835,2024-01-13,150.0
5,2025-01-13,Variety Care- Lafayette,151.5263492945031,2024-01-13,150.0
15,2025-01-13,YWCA East,163.5905687668553,2024-01-13,150.0
34,2025-01-14,Carter County Health Department,104.56819366230317,2024-01-14,95.44
4,2025-01-14,Cleveland County Moore,165.3485884598615,2024-01-14,150.0
31,2025-01-14,Custer County,115.24540486851575,2024-01-14,117.72
3,2025-01-14,Integris Baptist,153.53349398157758,2024-01-14,150.0
2,2025-01-14,Integris Southwest,135.13729424682427,2024-01-14,135.42
13,2025-01-14,Jane Phillips Medical Center,152.29374019756193,2024-01-14,144.06
16,2025-01-14,KUMC - University of Kansas Health System,153.94471136663753,2024-01-14,143.01
10,2025-01-14,OBI,123.0411735415806,2024-01-14,107.26
9,2025-01-14,OU Children’s Hospital,134.0175886196817,2024-01-14,124.47
20,2025-01-14,Southeast KS Health Department,111.44264188122274,2024-01-14,111.62
8,2025-01-14,St. Anthony Shawnee Hospital,149.62912631977198,2024-01-14,150.0
5,2025-01-14,Variety Care- Lafayette,162.66406642217635,2024-01-14,150.0
14,2025-01-14,YWCA South,157.1835828083269,2024-01-14,150.0
7,2025-01-15,Canadian Valley,145.20869310163224,2024-01-15,150.0
7,2025-01-15,Canadian Valley,50.26772246030313,2024-01-15,45.0
7,2025-01-15,Canadian Valley,143.7232542466429,2024-01-15,150.0
4,2025-01-15,Cleveland County Moore,149.29487325593814,2024-01-15,150.0
28,2025-01-15,Garfield County Health Department,148.0955553119956,2024-01-15,150.0
3,2025-01-15,Integris Baptist,157.86279174897842,2024-01-15,150.0
35,2025-01-15,Jackson County Altus,100.0506785291957,2024-01-15,104.95
9,2025-01-15,OU Children’s Hospital,146.70706470059687,2024-01-15,135.15
5,2025-01-15,Variety Care- Lafayette,160.22678829564722,2024-01-15,150.0
15,2025-01-15,YWCA East,152.12340194915208,2024-01-15,150.0
36,2025-01-16,Alliance Health Woodward,113.02574510848507,2024-01-16,101.51
7,2025-01-16,Canadian Valley,128.03349865284844,2024-01-16,130.98
4,2025-01-16,Cleveland County Moore,170.24080854835688,2024-01-16,150.0
3,2025-01-16,Integris Baptist,170.60189966210203,2024-01-16,150.0
2,2025-01-16,Integris Southwest,129.75705540428152,2024-01-16,131.75
13,2025-01-16,Jane Phillips Medical Center,150.76767915845826,2024-01-16,155.0
16,2025-01-16,KUMC - University of Kansas Health System,161.8551837122835,2024-01-16,150.0
22,2025-01-16,Kansas Birth Justice Society,163.23785996287546,2024-01-16,145.04
9,2025-01-16,OU Children’s Hospital,139.86179377882885,2024-01-16,139.64
21,2025-01-16,Salina Regional,105.10787865600159,2024-01-16,102.31
12,2025-01-16,St. John Owasso,125.10047108049434,2024-01-16,115.62
5,2025-01-16,Variety Care- Lafayette,163.228132143074,2024-01-16,150.0
15,2025-01-16,YWCA East,151.8868735172334,2024-01-16,149.17
30,2025-01-17,Beckham County,139.7122368814205,2024-01-17,123.63
4,2025-01-17,Cleveland County Moore,152.97628723837983,2024-01-17,150.0
31,2025-01-17,Custer County,159.15602434798387,2024-01-17,150.0
3,2025-01-17,Integris Baptist,153.2154597838913,2024-01-17,145.1
2,2025-01-17,Integris Southwest,157.15906301327365,2024-01-17,142.1
17,2025-01-17,KUMC - Kansas Health Systems – St. Francis Campus,146.60338508738013,2024-01-17,136.17
10,2025-01-17,OBI,107.78565097441148,2024-01-17,105.9
9,2025-01-17,OU Children’s Hospital,164.27867036610718,2024-01-17,150.0
9,2025-01-17,OU Children’s Hospital,169.4133077985773,2024-01-17,150.0
18,2025-01-17,Shawnee Mission MC,90.56543049224337,2024-01-17,80.33
11,2025-01-17,Tulsa Hillcrest Hospital,150.3190582314892,2024-01-17,139.39
19,2025-01-17,Woven Leaf,124.67650281752967,2024-01-17,124.88
14,2025-01-17,YWCA South,145.29308303417696,2024-01-17,150.0
14,2025-01-17,YWCA South,169.4164727385998,2024-01-17,150.0
26,2025-01-18,Andrew County,84.91650262510302,2024-01-18,87.83
34,2025-01-18,Carter County Health Department,78.82521004195053,2024-01-18,73.58
6,2025-01-18,Edmond Hope Center,147.3488614228384,2024-01-18,150.0
6,2025-01-18,Edmond Hope Center,145.54414628598096,2024-01-18,150.0
2,2025-01-18,Integris Southwest,150.31448013675129,2024-01-18,141.84
13,2025-01-18,Jane Phillips Medical Center,113.42002275553855,2024-01-18,115.48
10,2025-01-18,OBI,147.18149751679658,2024-01-18,135.23
1,2025-01-18,Oklahoma Mothers’ Milk Bank,162.40505307324167,2024-01-18,150.0
8,2025-01-18,St. Anthony Shawnee Hospital,42.795554254615965,2024-01-18,45.0
5,2025-01-18,Variety Care- Lafayette,169.45662565581236,2024-01-18,150.0
5,2025-01-18,Variety Care- Lafayette,127.58455455973859,2024-01-18,134.04
7,2025-01-19,Canadian Valley,164.8947421535407,2024-01-19,150.0
4,2025-01-19,Cleveland County Moore,159.54925810006412,2024-01-19,150.0
4,2025-01-19,Cleveland County Moore,161.43415877991788,2024-01-19,150.0
23,2025-01-19,Flint Hills- Riley County Health Department,45.678597283433405,2024-01-19,45.0
2,2025-01-19,Integris Southwest,153.53147409178297,2024-01-19,150.0
17,2025-01-19,KUMC - Kansas Health Systems – St. Francis Campus,139.94320838867435,2024-01-19,129.53
22,2025-01-19,Kansas Birth Justice Society,144.36761535608613,2024-01-19,143.93
10,2025-01-19,OBI,110.27727930509691,2024-01-19,110.41
9,2025-01-19,OU Children’s Hospital,135.555082052437,2024-01-19,139.93
1,2025-01-19,Oklahoma Mothers’ Milk Bank,163.86537664042606,2024-01-19,150.0
1,2025-01-19,Oklahoma Mothers’ Milk Bank,161.98898697141644,2024-01-19,150.0
1,2025-01-19,Oklahoma Mothers’ Milk Bank,167.97670231482533,2024-01-19,150.0
32,2025-01-19,Pontotoc County,103.37569908563367,2024-01-19,103.64
25,2025-01-19,South Central Medical Center,124.00619270037599,2024-01-19,108.34
8,2025-01-19,St. Anthony Shawnee Hospital,154.29293174000279,2024-01-19,150.0
5,2025-01-19,Variety Care- Lafayette,149.22807928381678,2024-01-19,150.0
24,2025-01-19,Washington Regional Medical Center,136.15287740233805,2024-01-19,125.89
19,2025-01-19,Woven Leaf,129.07211752384248,2024-01-19,116.39
15,2025-01-19,YWCA East,169.26139665531338,2024-01-19,150.0
30,2025-01-20,Beckham County,93.41801848155764,2024-01-20,94.8
6,2025-01-20,Edmond Hope Center,145.79735932222343,2024-01-20,136.85
3,2025-01-20,Integris Baptist,157.2755308145659,2024-01-20,150.0
35,2025-01-20,Jackson County Altus,86.89255058905246,2024-01-20,91.0
13,2025-01-20,Jane Phillips Medical Center,100.83492611473363,2024-01-20,88.6
33,2025-01-20,McIntosh County,56.15830360681356,2024-01-20,51.31
9,2025-01-20,OU Children’s Hospital,133.11709248462165,2024-01-20,123.36
32,2025-01-20,Pontotoc County,113.06803567301448,2024-01-20,114.32
20,2025-01-20,Southeast KS Health Department,135.44450008281046,2024-01-20,128.93
8,2025-01-20,St. Anthony Shawnee Hospital,150.92317087322564,2024-01-20,150.0
26,2025-01-21,Andrew County,112.81809483769251,2024-01-21,100.71
4,2025-01-21,Cleveland County Moore,154.05293185805775,2024-01-21,150.0
27,2025-01-21,Comanche County Memorial Hospital,88.07731153914752,2024-01-21,77.74
23,2025-01-21,Flint Hills- Riley County Health Department,133.22964720357913,2024-01-21,131.47
3,2025-01-21,Integris Baptist,171.49964457131009,2024-01-21,150.0
2,2025-01-21,Integris Southwest,159.20403787375048,2024-01-21,150.0
16,2025-01-21,KUMC - University of Kansas Health System,170.34955687763176,2024-01-21,150.0
16,2025-01-21,KUMC - University of Kansas Health System,155.34552444951942,2024-01-21,150.0
37,2025-01-21,McAlester Regional Health,98.86416296650788,2024-01-21,103.73
37,2025-01-21,McAlester Regional Health,137.01260705060028,2024-01-21,119.9
1,2025-01-21,Oklahoma Mothers’ Milk Bank,163.3808939002492,2024-01-21,150.0
21,2025-01-21,Salina Regional,113.99603091237533,2024-01-21,100.24
18,2025-01-21,Shawnee Mission MC,155.75011081553623,2024-01-21,146.38
20,2025-01-21,Southeast KS Health Department,105.30666173556249,2024-01-21,107.03
8,2025-01-21,St. Anthony Shawnee Hospital,170.70717445253342,2024-01-21,149.64
8,2025-01-21,St. Anthony Shawnee Hospital,168.09028366402077,2024-01-21,150.0
8,2025-01-21,St. Anthony Shawnee Hospital,151.33346676208757,2024-01-21,150.0
19,2025-01-21,Woven Leaf,103.41696542775945,2024-01-21,100.99
4,2025-01-22,Cleveland County Moore,160.95021680097506,2024-01-22,150.0
6,2025-01-22,Edmond Hope Center,169.02700660360037,2024-01-22,155.0
2,2025-01-22,Integris Southwest,168.5121695574031,2024-01-22,150.0
13,2025-01-22,Jane Phillips Medical Center,160.04418144860705,2024-01-22,139.41
22,2025-01-22,Kansas Birth Justice Society,161.67832122422155,2024-01-22,148.41
9,2025-01-22,OU Children’s Hospital,162.90040057783136,2024-01-22,146.51
1,2025-01-22,Oklahoma Mothers’ Milk Bank,169.89721657669412,2024-01-22,150.0
21,2025-01-22,Salina Regional,125.60682289974515,2024-01-22,114.38
18,2025-01-22,Shawnee Mission MC,94.26473156930338,2024-01-22,93.45
20,2025-01-22,Southeast KS Health Department,125.76556546122713,2024-01-22,119.36
8,2025-01-22,St. Anthony Shawnee Hospital,136.96147309874456,2024-01-22,140.04
8,2025-01-22,St. Anthony Shawnee Hospital,168.82119215783865,2024-01-22,150.0
12,2025-01-22,St. John Owasso,135.75917988790889,2024-01-22,132.85
5,2025-01-22,Variety Care- Lafayette,166.80340184037541,2024-01-22,150.0
14,2025-01-22,YWCA South,145.41529481312304,2024-01-22,150.0
7,2025-01-23,Canadian Valley,166.373780083083,2024-01-23,150.0
4,2025-01-23,Cleveland County Moore,157.84027196582812,2024-01-23,150.0
4,2025-01-23,Cleveland County Moore,157.54548884061597,2024-01-23,150.0
6,2025-01-23,Edmond Hope Center,169.20016025452696,2024-01-23,150.0
13,2025-01-23,Jane Phillips Medical Center,145.77157917307997,2024-01-23,142.2
16,2025-01-23,KUMC - University of Kansas Health System,163.5590063177311,2024-01-23,150.0
10,2025-01-23,OBI,134.35110259775078,2024-01-23,124.4
9,2025-01-23,OU Children’s Hospital,131.60556164509188,2024-01-23,118.6
5,2025-01-23,Variety Care- Lafayette,152.63985470554607,2024-01-23,150.0
26,2025-01-24,Andrew County,140.29579171516752,2024-01-24,125.88
7,2025-01-24,Canadian Valley,158.1672978016441,2024-01-24,150.0
4,2025-01-24,Cleveland County Moore,153.3057192423379,2024-01-24,150.0
31,2025-01-24,Custer County,72.57655944316856,2024-01-24,72.05
31,2025-01-24,Custer County,101.31560695299412,2024-01-24,94.85
6,2025-01-24,Edmond Hope Center,121.74479956084151,2024-01-24,127.19
23,2025-01-24,Flint Hills- Riley County Health Department,143.41500749817146,2024-01-24,150.0
2,2025-01-24,Integris Southwest,129.04028845464532,2024-01-24,121.09
9,2025-01-24,OU Children’s Hospital,164.07198367593486,2024-01-24,155.0
1,2025-01-24,Oklahoma Mothers’ Milk Bank,145.31945819522608,2024-01-24,150.0
1,2025-01-24,Oklahoma Mothers’ Milk Bank,165.5998065929583,2024-01-24,150.0
5,2025-01-24,Variety Care- Lafayette,156.4679405439738,2024-01-24,150.0
19,2025-01-24,Woven Leaf,99.94068078832859,2024-01-24,104.38
15,2025-01-24,YWCA East,141.72737849766378,2024-01-24,145.3
4,2025-01-25,Cleveland County Moore,141.5350566113959,2024-01-25,129.23
29,2025-01-25,Grady County,114.81866946825203,2024-01-25,106.85
3,2025-01-25,Integris Baptist,143.04703874458036,2024-01-25,132.76
13,2025-01-25,Jane Phillips Medical Center,122.16076495797736,2024-01-25,115.45
9,2025-01-25,OU Children’s Hospital,142.57544963381372,2024-01-25,134.98
1,2025-01-25,Oklahoma Mothers’ Milk Bank,145.06042394981304,2024-01-25,150.0
1,2025-01-25,Oklahoma Mothers’ Milk Bank,152.18869418823738,2024-01-25,150.0
18,2025-01-25,Shawnee Mission MC,140.45223028919287,2024-01-25,133.35
20,2025-01-25,Southeast KS Health Department,105.87708195176779,2024-01-25,110.25
11,2025-01-25,Tulsa Hillcrest Hospital,91.46049168443686,2024-01-25,92.09
11,2025-01-25,Tulsa Hillcrest Hospital,163.4501734603375,2024-01-25,142.73
6,2025-01-26,Edmond Hope Center,167.78048393909063,2024-01-26,146.85
3,2025-01-26,Integris Baptist,150.62496753786223,2024-01-26,150.0
22,2025-01-26,Kansas Birth Justice Society,130.0399872623099,2024-01-26,134.66
9,2025-01-26,OU Children’s Hospital,166.3555858430611,2024-01-26,150.0
25,2025-01-26,South Central Medical Center,137.69454561984477,2024-01-26,132.68
5,2025-01-26,Variety Care- Lafayette,143.26052230246373,2024-01-26,150.0
6,2025-01-27,Edmond Hope Center,159.13062157534202,2024-01-27,150.0
23,2025-01-27,Flint Hills- Riley County Health Department,167.57940361536615,2024-01-27,150.0
28,2025-01-27,Garfield County Health Department,122.81132876676119,2024-01-27,112.37
3,2025-01-27,Integris Baptist,140.97174911002563,2024-01-27,143.66
2,2025-01-27,Integris Southwest,135.36558103460922,2024-01-27,134.56
17,2025-01-27,KUMC - Kansas Health Systems – St. Francis Campus,145.4824730324824,2024-01-27,141.0
16,2025-01-27,KUMC - University of Kansas Health System,160.85162238703055,2024-01-27,150.0
33,2025-01-27,McIntosh County,91.6872197527453,2024-01-27,86.51
9,2025-01-27,OU Children’s Hospital,147.69882960212536,2024-01-27,150.0
18,2025-01-27,Shawnee Mission MC,147.13933110023953,2024-01-27,135.09
12,2025-01-27,St. John Owasso,155.50321782031733,2024-01-27,136.29
5,2025-01-27,Variety Care- Lafayette,150.00728694493785,2024-01-27,150.0
15,2025-01-27,YWCA East,126.29564756209872,2024-01-27,116.72
15,2025-01-27,YWCA East,164.63690750087304,2024-01-27,150.0
26,2025-01-28,Andrew County,127.62781007168034,2024-01-28,115.86
7,2025-01-28,Canadian Valley,130.67205279204308,2024-01-28,127.96
7,2025-01-28,Canadian Valley,140.24784226763347,2024-01-28,144.65
23,2025-01-28,Flint Hills- Riley County Health Department,140.22552524743202,2024-01-28,146.19
29,2025-01-28,Grady County,130.3815503297423,2024-01-28,133.97
3,2025-01-28,Integris Baptist,143.7218640695691,2024-01-28,150.0
3,2025-01-28,Integris Baptist,168.1638175203302,2024-01-28,150.0
2,2025-01-28,Integris Southwest,125.43517591474787,2024-01-28,121.32
22,2025-01-28,Kansas Birth Justice Society,130.35358538338696,2024-01-28,124.76
10,2025-01-28,OBI,120.14408264214192,2024-01-28,110.15
8,2025-01-28,St. Anthony Shawnee Hospital,142.93180465889267,2024-01-28,150.0
19,2025-01-28,Woven Leaf,140.92601844195363,2024-01-28,140.99
36,2025-01-29,Alliance Health Woodward,135.56434756694208,2024-01-29,125.87
23,2025-01-29,Flint Hills- Riley County Health Department,143.85912029316134,2024-01-29,150.0
23,2025-01-29,Flint Hills- Riley County Health Department,143.0996826508296,2024-01-29,139.62
23,2025-01-29,Flint Hills- Riley County Health Department,144.61706242201288,2024-01-29,150.0
28,2025-01-29,Garfield County Health Department,117.67025219219397,2024-01-29,112.0
3,2025-01-29,Integris Baptist,103.13123277087499,2024-01-29,104.74
2,2025-01-29,Integris Southwest,161.2757974714271,2024-01-29,150.0
17,2025-01-29,KUMC - Kansas Health Systems – St. Francis Campus,138.37865910308437,2024-01-29,132.0
16,2025-01-29,KUMC - University of Kansas Health System,154.4551420319212,2024-01-29,150.0
9,2025-01-29,OU Children’s Hospital,139.111500199428,2024-01-29,133.16
9,2025-01-29,OU Children’s Hospital,151.63802844350917,2024-01-29,146.26
21,2025-01-29,Salina Regional,139.07458700051754,2024-01-29,124.03
18,2025-01-29,Shawnee Mission MC,92.20595332746427,2024-01-29,93.84
5,2025-01-29,Variety Care- Lafayette,160.97550294156648,2024-01-29,150.0
5,2025-01-29,Variety Care- Lafayette,162.26080894856835,2024-01-29,150.0
7,2025-01-30,Canadian Valley,161.79864655327057,2024-01-30,150.0
7,2025-01-30,Canadian Valley,150.5861590209879,2024-01-30,142.18
6,2025-01-30,Edmond Hope Center,143.158858845567,2024-01-30,134.15
